Mineral Name (plain),IMA Chemistry,Crystal Systems,Paragenetic Modes
Carrboydite,"(Ni1-xAlx)(SO4)x/2(OH)2·nH2O (x < 0.5, n > 3x/2)",hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Carrollite,CuCo2S4,cubic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
Caryinite,NaCaCaMn2(AsO4)3,monoclinic,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Caryochroite,"(Na,Sr)3(Fe3+,Mg)10Ti2Si12O37(H2O,O,OH)17",monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Caryopilite,Mn2+3Si2O5(OH)4,monoclinic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM32 - Ba-Mn-Pb-Zn metamorphics"
Cascandite,CaScSi3O8(OH),triclinic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks"
Caseyite,[(V5+O2)Al7.5(OH)15(H2O)13]2[H2V4+V5+9O28][V5+10O28]2·90H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Cassagnaite,Ca4Fe3+4V3+2(OH)6O2(Si3O10)(SiO4)2,orthorhombic,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Cassedanneite,Pb5(VO4)2(CrO4)2·H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cassidyite,Ca2Ni(PO4)2·2H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cassiterite,SnO2,tetragonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism"
Castellaroite,Mn2+3(AsO4)2·4.5H2O,monoclinic,"Abiotic, Biotic, Secondary; Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Caswellsilverite,NaCrS2,hexagonal,"Abiotic, Primary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases"
Catalanoite,Na2(HPO4)·8H2O,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Catamarcaite,Cu6GeWS8,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Catapleiite,Na2Zr(Si3O9)·2H2O,"monoclinic, orthorhombic","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Cattierite,CoS2,cubic,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Cattiite,Mg3(PO4)2·22H2O,triclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Cavansite,Ca(V4+O)(Si4O10)·4H2O,orthorhombic,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Cavoite,CaV3O7,orthorhombic,"Abiotic, Biotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cayalsite-(Y),CaY6Al2Si4O18F6,"monoclinic, orthorhombic","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Caysichite-(Y),"(Ca,Yb,Er)4Y4(Si8O20)(CO3)6(OH)·7H2O",orthorhombic,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cebaite-(Ce),Ba3Ce2(CO3)5F2,monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Cebollite,Ca5Al2(SiO4)3(OH)4,,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM10 - Basalt-hosted zeolite minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cechite,PbFe2+(VO4)(OH),orthorhombic,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cejkaite,Na4(UO2)(CO3)3,"monoclinic, hexagonal, triclinic","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Celadonite,KMgFe3+Si4O10(OH)2,monoclinic,"Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Celestine,Sr(SO4),orthorhombic,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM25 - Evaporites (prebiotic), Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization"
Celleriite,☐(Mn2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH),hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Celsian,Ba(Al2Si2O8),monoclinic,"Abiotic, Biotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
Centennialite,CaCu3Cl2(OH)6·nH2O (n ~ 0.7),hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Cerchiaraite-(Al),Ba4Al4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4],tetragonal,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Cerchiaraite-(Fe),Ba4Fe3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4],tetragonal,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Cerchiaraite-(Mn),Ba4Mn3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4],tetragonal,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Cerianite-(Ce),CeO2,cubic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Cerite-(CeCa),(Ce7Ca2)☐Mg(SiO4)3(SiO3OH)4(OH)3,hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Cerium,Ce,"hexagonal, cubic","Abiotic; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals"
Cernyite,Cu2CdSnS4,tetragonal,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Cerromojonite,CuPbBiSe3,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Ceruleite,CuAl4(AsO4)2(OH)8(H2O)4,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cerussite,Pb(CO3),orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
Cervandonite-(Ce),"(Ce,Nd,La)(Fe3+,Ti,Fe2+,Al)3O2(Si2O7)1-x+y(AsO3)1+x-y(OH)3x-3y",hexagonal,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
Cervantite,Sb3+Sb5+O4,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cervelleite,Ag4TeS,cubic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Cesanite,Ca2Na3(SO4)3OH,hexagonal,"Abiotic, Secondary; Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
Cesarferreiraite,Fe2+Fe3+2(AsO4)2(OH)2·8H2O,triclinic,"Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
Cesarolite,PbMn4+3O6(OH)2,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cesbronite,Cu3Te6+O4(OH)4,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Cesiodymite,CsKCu5O(SO4)5,triclinic,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Cesiokenopyrochlore,"☐Nb2(O,OH)6Cs1-x",cubic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Cesplumtantite,Cs2Pb3Ta8O24,tetragonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Cetineite,NaK5Sb14S6O18(H2O)6,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Chabazite-Ca,Ca2[Al4Si8O24]·13H2O,"triclinic, hexagonal","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM24 - Authigenic minerals in terrestrial sediments, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Chabazite-K,(K2NaCa0.5)[Al4Si8O24]·11H2O,hexagonal,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM24 - Authigenic minerals in terrestrial sediments, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Chabazite-Mg,(Mg0.7K0.5Ca0.5Na0.1)[Al3Si9O24]·10H2O,hexagonal,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM24 - Authigenic minerals in terrestrial sediments, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Chabazite-Na,(Na3K)[Al4Si8O24]·11H2O,"triclinic, hexagonal","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM24 - Authigenic minerals in terrestrial sediments, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Chabazite-Sr,"(Sr,Ca)2[Al4Si8O24]·11H2O",hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Chabourneite,"AgzTl8-x-zPb4+2xSb40-x-yAsyS68 (with 0.00 ≤ x ≤ 0.40, 16.15 ≤ y ≤ 19.11, 0.04 ≤ z ≤ 0.11)",triclinic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
Chadwickite,(UO2)(HAsO3),tetragonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chaidamuite,ZnFe3+(SO4)2(OH)·4H2O,"triclinic, monoclinic","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chalcanthite,Cu(SO4)·5H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals"
Chalcoalumite,CuAl4(SO4)(OH)12·3H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chalcocite,Cu2S,"cubic, monoclinic","Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, PM15 - Black smokers, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM51 - Pyrometamorphic minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Chalcocyanite,Cu(SO4),orthorhombic,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Chalcomenite,Cu(Se4+O3)·2H2O,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chalconatronite,Na2Cu(CO3)2·3H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
Chalcophanite,ZnMn4+3O7·3H2O,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chalcophyllite,Cu18Al2(AsO4)4(SO4)3(OH)24·36H2O,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chalcopyrite,CuFeS2,"cubic, tetragonal","Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, PM15 - Black smokers, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM37 - Layered igneous formations, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM51 - Pyrometamorphic minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Chalcosiderite,CuFe3+6(PO4)4(OH)8·4H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chalcostibite,CuSbS2,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Chalcothallite,"(Cu,Fe,Ag)6.3(Tl,K)2SbS4",tetragonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
Challacolloite,KPb2Cl5,monoclinic,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Chambersite,Mn3B7O13Cl,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Chameanite,"(Cu,Fe)4As(Se,S)4",cubic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Chamosite,"(Fe2+,Mg,Al,Fe3+)6(Si,Al)4O10(OH,O)8","triclinic, monoclinic","Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, PM31 - Contact metamorphism"
Chanabayaite,"Cu2Cl(N3C2H2)2(NH3,Cl,H2O,☐)4",orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
Changbaiite,PbNb2O6,hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration"
Changchengite,IrBiS,cubic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Changesite-(Y),(Ca8Y)☐Fe2+(PO4)7,hexagonal,
Changoite,Na2Zn(SO4)2·4H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chantalite,CaAl2(SiO4)(OH)4,tetragonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
Chaoite,C,hexagonal,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM30 - Terrestrial impact minerals"
Chapmanite,Fe3+2Sb3+(Si2O5)O3(OH),monoclinic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
Charleshatchettite,CaNb4O10(OH)2·8H2O,monoclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Charlesite,"Ca6Al2(SO4)2B(OH)4(OH,O)12·26H2O",hexagonal,"Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Charmarite,Mn4Al2(OH)12(CO3)·3H2O,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Charoite,"(K,Sr,Ba,Mn)15-16(Ca,Na)32[Si70(O,OH)180](OH,F)4·nH2O",monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Chatkalite,Cu6FeSn2S8,tetragonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Chayesite,KMg4Fe3+[Si12O30],hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Chegemite,Ca7(SiO4)3(OH)2,orthorhombic,"Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Chekhovichite,Bi3+2Te4+4O11,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chelkarite,CaMgB2O4Cl2·7H2O (?),orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Chenevixite,CuFe3+(AsO4)(OH)2,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Chengdeite,Ir3Fe,cubic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
Chenguodaite,Ag9FeTe2S4,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
